Nome,Nota,Link
Nocaute,Nota: 4.5 estrelas,https://filmow.com/nocaute-t59835/
Sr. Sherlock Holmes,Nota: 3 estrelas,https://filmow.com/sr-sherlock-holmes-t85489/
Divertida Mente,Nota: 5 estrelas,https://filmow.com/divertida-mente-t62633/
Gol! 2: Vivendo o Sonho,Nota: 3.5 estrelas,https://filmow.com/gol-2-vivendo-o-sonho-t5090/
O Dia da Invasão,Nota: 4 estrelas,https://filmow.com/o-dia-da-invasao-t191058/
CBGB - O Berço do Punk Rock,Nota: 5 estrelas,https://filmow.com/cbgb-o-berco-do-punk-rock-t57917/
Sem Pena,Nota: 5 estrelas,https://filmow.com/sem-pena-t106999/
Vingadores: Era de Ultron,Nota: 4 estrelas,https://filmow.com/vingadores-era-de-ultron-t55817/
Soldado Anônimo,Nota: 4 estrelas,https://filmow.com/soldado-anonimo-t1940/
Os Infratores,Nota: 4.5 estrelas,https://filmow.com/os-infratores-t34991/
O Juiz,Nota: 4 estrelas,https://filmow.com/o-juiz-t77486/
A Espiã que Sabia de Menos,Nota: 3 estrelas,https://filmow.com/a-espia-que-sabia-de-menos-t87627/
Os Imperdoáveis,Nota: 4.5 estrelas,https://filmow.com/os-imperdoaveis-t5916/
Para Sempre Alice,Nota: 4 estrelas,https://filmow.com/para-sempre-alice-t89071/
Amnésia,Nota: 4 estrelas,https://filmow.com/amnesia-t6850/
Munique,Nota: 4.5 estrelas,https://filmow.com/munique-t5443/
American Pie: Caindo em Tentação,Nota: 4 estrelas,https://filmow.com/american-pie-caindo-em-tentacao-t11655/
Locke,Nota: 3 estrelas,https://filmow.com/locke-t74247/
American Pie: O Último Stifler Virgem,Nota: 3.5 estrelas,https://filmow.com/american-pie-o-ultimo-stifler-virgem-t2180/
American Pie: Tocando a Maior Zona,Nota: 1.5 estrelas,https://filmow.com/american-pie-tocando-a-maior-zona-t2179/
American Pie: O Casamento,Nota: 4 estrelas,https://filmow.com/american-pie-o-casamento-t2177/
American Pie 2: A Segunda Vez é Ainda Melhor,Nota: 4 estrelas,https://filmow.com/american-pie-2-a-segunda-vez-e-ainda-melhor-t2178/
American Pie: A Primeira Vez é Inesquecível,Nota: 4 estrelas,https://filmow.com/american-pie-a-primeira-vez-e-inesquecivel-t2175/
Em um Mundo Melhor,Nota: 3.5 estrelas,https://filmow.com/em-um-mundo-melhor-t28414/
Sem Escalas,Nota: 3.5 estrelas,https://filmow.com/sem-escalas-t57002/
Inside Llewyn Davis - Balada de um Homem Comum,Nota: 3.5 estrelas,https://filmow.com/inside-llewyn-davis-balada-de-um-homem-comum-t49727/
O Bebê de Rosemary,Nota: 2.5 estrelas,https://filmow.com/o-bebe-de-rosemary-t5550/
Mad Max‬: Estrada da Fúria,Nota: 4 estrelas,https://filmow.com/mad-max-estrada-da-furia-t48252/
Fair Play,Nota: 3 estrelas,https://filmow.com/fair-play-t117420/
Os Bons Companheiros,Nota: 4.5 estrelas,https://filmow.com/os-bons-companheiros-t1915/
Leviatã,Nota: 5 estrelas,https://filmow.com/leviata-t77425/
O Universo No Olhar,Nota: 4 estrelas,https://filmow.com/o-universo-no-olhar-t86126/
Vá e Veja,Nota: 3.5 estrelas,https://filmow.com/va-e-veja-t10524/
Apocalypse Now,Nota: 3.5 estrelas,https://filmow.com/apocalypse-now-t195/
O Iluminado,Nota: 4.5 estrelas,https://filmow.com/o-iluminado-t7180/
Interestelar,Nota: 4 estrelas,https://filmow.com/interestelar-t27814/
Dublê de Anjo,Nota: 3.5 estrelas,https://filmow.com/duble-de-anjo-t10072/
Invencível,Nota: 4 estrelas,https://filmow.com/invencivel-t71075/
McFarland dos EUA,Nota: 4 estrelas,https://filmow.com/mcfarland-dos-eua-t91563/
Domínio Público,Nota: 5 estrelas,https://filmow.com/dominio-publico-t67842/
Kingsman: Serviço Secreto,Nota: 5 estrelas,https://filmow.com/kingsman-servico-secreto-t73787/
Mommy,Nota: 5 estrelas,https://filmow.com/mommy-t87052/
O Pianista,Nota: 4.5 estrelas,https://filmow.com/o-pianista-t1902/
A Cor Púrpura,Nota: 4 estrelas,https://filmow.com/a-cor-purpura-t4138/
A Origem,Nota: 3.5 estrelas,https://filmow.com/a-origem-t10852/
Os Infiltrados,Nota: 4.5 estrelas,https://filmow.com/os-infiltrados-t5919/
Maze Runner: Correr ou Morrer,,https://filmow.com/maze-runner-correr-ou-morrer-t64005/
Touro Indomável,Nota: 4 estrelas,https://filmow.com/touro-indomavel-t1949/
Coração Valente,Nota: 4 estrelas,https://filmow.com/coracao-valente-t355/
12 Homens e Uma Sentença,Nota: 4.5 estrelas,https://filmow.com/12-homens-e-uma-sentenca-t4066/
Argo,Nota: 4 estrelas,https://filmow.com/argo-t39299/
Sociedade dos Poetas Mortos,Nota: 4 estrelas,https://filmow.com/sociedade-dos-poetas-mortos-t6252/
Operação Big Hero,Nota: 5 estrelas,https://filmow.com/operacao-big-hero-t60263/
Birdman ou (A Inesperada Virtude da Ignorância),Nota: 3 estrelas,https://filmow.com/birdman-ou-a-inesperada-virtude-da-ignorancia-t70545/
Selma: Uma Luta Pela Igualdade,Nota: 4.5 estrelas,https://filmow.com/selma-uma-luta-pela-igualdade-t100428/
O Grande Hotel Budapeste,Nota: 4 estrelas,https://filmow.com/o-grande-hotel-budapeste-t62468/
O Jogo da Imitação,Nota: 5 estrelas,https://filmow.com/o-jogo-da-imitacao-t81308/
Livre,Nota: 3.5 estrelas,https://filmow.com/livre-t70245/
Sniper Americano,Nota: 4 estrelas,https://filmow.com/sniper-americano-t58010/
Maldito Futebol Clube,Nota: 4 estrelas,https://filmow.com/maldito-futebol-clube-t11270/
Cartas na Mesa,Nota: 4 estrelas,https://filmow.com/cartas-na-mesa-t4616/
O Garoto da Bicicleta,Nota: 3.5 estrelas,https://filmow.com/o-garoto-da-bicicleta-t36579/
A Menina que Roubava Livros,Nota: 4.5 estrelas,https://filmow.com/a-menina-que-roubava-livros-t53265/
Como Treinar o seu Dragão 2,Nota: 4.5 estrelas,https://filmow.com/como-treinar-o-seu-dragao-2-t33121/
Foxcatcher: Uma História que Chocou o Mundo,Nota: 3 estrelas,https://filmow.com/foxcatcher-uma-historia-que-chocou-o-mundo-t63976/
Como Treinar o seu Dragão,Nota: 5 estrelas,https://filmow.com/como-treinar-o-seu-dragao-t11196/
Jurassic Park: O Parque dos Dinossauros,Nota: 4.5 estrelas,https://filmow.com/jurassic-park-o-parque-dos-dinossauros-t601/
Nada de Mau Pode Acontecer,Nota: 3 estrelas,https://filmow.com/nada-de-mau-pode-acontecer-t78182/
Whiplash: Em Busca da Perfeição,Nota: 5 estrelas,https://filmow.com/whiplash-em-busca-da-perfeicao-t90046/
Garota Exemplar,Nota: 4 estrelas,https://filmow.com/garota-exemplar-t77448/
Os 12 Macacos,Nota: 3 estrelas,https://filmow.com/os-12-macacos-t5882/
O Segredo dos Seus Olhos,Nota: 3 estrelas,https://filmow.com/o-segredo-dos-seus-olhos-t12689/
Perfume de Mulher,Nota: 4.5 estrelas,https://filmow.com/perfume-de-mulher-t5999/
O Último Rei da Escócia,Nota: 4 estrelas,https://filmow.com/o-ultimo-rei-da-escocia-t5845/
Meu Nome é Radio,Nota: 5 estrelas,https://filmow.com/meu-nome-e-radio-t5392/
Será Que?,Nota: 3.5 estrelas,https://filmow.com/sera-que-t61557/
Crash: No Limite,Nota: 4 estrelas,https://filmow.com/crash-no-limite-t4731/
Um Ato de Coragem,Nota: 4 estrelas,https://filmow.com/um-ato-de-coragem-t6381/
Profissão de Risco,Nota: 4.5 estrelas,https://filmow.com/profissao-de-risco-t1927/
O Gigante Egoísta,Nota: 4.5 estrelas,https://filmow.com/o-gigante-egoista-t79763/
Chumbo Grosso,Nota: 3.5 estrelas,https://filmow.com/chumbo-grosso-t312/
Coach Carter: Treino para a Vida,Nota: 4.5 estrelas,https://filmow.com/coach-carter-treino-para-a-vida-t4674/
Looper: Assassinos do Futuro,Nota: 3 estrelas,https://filmow.com/looper-assassinos-do-futuro-t37409/
Anticristo,,https://filmow.com/anticristo-t8198/
O Abutre,Nota: 4.5 estrelas,https://filmow.com/o-abutre-t84974/
A Teoria de Tudo,Nota: 5 estrelas,https://filmow.com/a-teoria-de-tudo-t92819/
De Volta Para o Futuro 3,Nota: 5 estrelas,https://filmow.com/de-volta-para-o-futuro-3-t382/
Walt nos Bastidores de Mary Poppins,Nota: 4 estrelas,https://filmow.com/walt-nos-bastidores-de-mary-poppins-t52908/
Guardiões da Galáxia,Nota: 5 estrelas,https://filmow.com/guardioes-da-galaxia-t59375/
Corações de Ferro,Nota: 5 estrelas,https://filmow.com/coracoes-de-ferro-t77122/
Debi & Lóide: Dois Idiotas em Apuros,Nota: 4.5 estrelas,https://filmow.com/debi-loide-dois-idiotas-em-apuros-t1520/
Atirador,Nota: 3.5 estrelas,https://filmow.com/atirador-t234/
Boyz'n the Hood: Os Donos da Rua,Nota: 5 estrelas,https://filmow.com/boyz-n-the-hood-os-donos-da-rua-t5902/
Lendas da Paixão,Nota: 4 estrelas,https://filmow.com/lendas-da-paixao-t5280/
Tangerinas,Nota: 4.5 estrelas,https://filmow.com/tangerinas-t93526/
A Criança Escondida,Nota: 4.5 estrelas,https://filmow.com/a-crianca-escondida-t88604/
Amistad,Nota: 5 estrelas,https://filmow.com/amistad-t4402/
De Volta Para o Futuro 2,Nota: 4 estrelas,https://filmow.com/de-volta-para-o-futuro-2-t381/
Era uma Vez no Oeste,Nota: 4.5 estrelas,https://filmow.com/era-uma-vez-no-oeste-t447/
Mentes que Brilham,Nota: 4.5 estrelas,https://filmow.com/mentes-que-brilham-t7535/
Max Manus - O Homem da Guerra,Nota: 4 estrelas,https://filmow.com/max-manus-o-homem-da-guerra-t16944/
As Duas Faces de um Crime,Nota: 4.5 estrelas,https://filmow.com/as-duas-faces-de-um-crime-t4470/
Lucy,Nota: 3.5 estrelas,https://filmow.com/lucy-t78187/
Desafio no Gelo,Nota: 4.5 estrelas,https://filmow.com/desafio-no-gelo-t4800/
Falcão Negro em Perigo,Nota: 4 estrelas,https://filmow.com/falcao-negro-em-perigo-t461/
O Grande Mestre,Nota: 4.5 estrelas,https://filmow.com/o-grande-mestre-t8370/
Incêndios,Nota: 5 estrelas,https://filmow.com/incendios-t30493/
O Barão Vermelho,Nota: 3 estrelas,https://filmow.com/o-barao-vermelho-t16476/
O Profissional,Nota: 4 estrelas,https://filmow.com/o-profissional-t825/
O Lenhador,Nota: 4 estrelas,https://filmow.com/o-lenhador-t5693/
Quebrando o Tabu,Nota: 5 estrelas,https://filmow.com/quebrando-o-tabu-t37190/
How to Be a Man,Nota: 4 estrelas,https://filmow.com/how-to-be-a-man-t96325/
Rain Man,Nota: 5 estrelas,https://filmow.com/rain-man-t6096/
1911: A Revolução,Nota: 3.5 estrelas,https://filmow.com/1911-a-revolucao-t30811/
Apertem os Cintos... O Piloto Sumiu,Nota: 3 estrelas,https://filmow.com/apertem-os-cintos-o-piloto-sumiu-t2219/
Lances Inocentes,Nota: 5 estrelas,https://filmow.com/lances-inocentes-t5265/
Madrugada dos Mortos,Nota: 3.5 estrelas,https://filmow.com/madrugada-dos-mortos-t5328/
O Senhor das Moscas,Nota: 4 estrelas,https://filmow.com/o-senhor-das-moscas-t8860/
O Paciente Inglês,Nota: 3.5 estrelas,https://filmow.com/o-paciente-ingles-t5731/
A Hora da Estrela,Nota: 4 estrelas,https://filmow.com/a-hora-da-estrela-t8244/
Getúlio,Nota: 4 estrelas,https://filmow.com/getulio-t75523/
A Batalha da Grã-Bretanha,Nota: 5 estrelas,https://filmow.com/a-batalha-da-gra-bretanha-t18273/
Cavalo de Guerra,Nota: 5 estrelas,https://filmow.com/cavalo-de-guerra-t20055/
A Invenção de Hugo Cabret,Nota: 5 estrelas,https://filmow.com/a-invencao-de-hugo-cabret-t19004/
Sin City: A Cidade do Pecado,Nota: 3 estrelas,https://filmow.com/sin-city-a-cidade-do-pecado-t1050/
Hoje Eu Quero Voltar Sozinho,Nota: 3.5 estrelas,https://filmow.com/hoje-eu-quero-voltar-sozinho-t44735/
Anjos da Lei 2,Nota: 3.5 estrelas,https://filmow.com/anjos-da-lei-2-t60902/
8 Mile: Rua das Ilusões,Nota: 3.5 estrelas,https://filmow.com/8-mile-rua-das-ilusoes-t4086/
Operação Invasão,Nota: 3 estrelas,https://filmow.com/operacao-invasao-t44306/
A Culpa é das Estrelas,Nota: 4 estrelas,https://filmow.com/a-culpa-e-das-estrelas-t73954/
Capitão América 2: O Soldado Invernal,Nota: 4.5 estrelas,https://filmow.com/capitao-america-2-o-soldado-invernal-t36364/
"Carrie, a Estranha",Nota: 4 estrelas,https://filmow.com/carrie-a-estranha-t4608/
Avatar,Nota: 3 estrelas,https://filmow.com/avatar-t8531/
Meu Malvado Favorito,Nota: 3.5 estrelas,https://filmow.com/meu-malvado-favorito-t13788/
Capitães da Areia,Nota: 3.5 estrelas,https://filmow.com/capitaes-da-areia-t22806/
Bastardos Inglórios,Nota: 5 estrelas,https://filmow.com/bastardos-inglorios-t7498/
Antes que o Diabo Saiba que Você Está Morto,Nota: 3.5 estrelas,https://filmow.com/antes-que-o-diabo-saiba-que-voce-esta-morto-t4439/
"Eu, Eu Mesmo e Irene",Nota: 3.5 estrelas,https://filmow.com/eu-eu-mesmo-e-irene-t2629/
Azul é a Cor Mais Quente,Nota: 4 estrelas,https://filmow.com/azul-e-a-cor-mais-quente-t62534/
Sete Vidas,Nota: 4.5 estrelas,https://filmow.com/sete-vidas-t6211/
O Sobrevivente,Nota: 4 estrelas,https://filmow.com/o-sobrevivente-t844/
Amizade Colorida,Nota: 3 estrelas,https://filmow.com/amizade-colorida-t27315/
007: Operação Skyfall,Nota: 4.5 estrelas,https://filmow.com/007-operacao-skyfall-t31713/
Adrenalina,Nota: 3.5 estrelas,https://filmow.com/adrenalina-t145/
O Duplo,Nota: 3.5 estrelas,https://filmow.com/o-duplo-t64577/
Terráqueos,Nota: 5 estrelas,https://filmow.com/terraqueos-t7657/
O Curioso Caso de Benjamin Button,Nota: 4.5 estrelas,https://filmow.com/o-curioso-caso-de-benjamin-button-t5593/
Código de Honra,Nota: 4.5 estrelas,https://filmow.com/codigo-de-honra-t43472/
Guerra ao Terror,Nota: 4 estrelas,https://filmow.com/guerra-ao-terror-t10109/
A Irmandade da Guerra,Nota: 4.5 estrelas,https://filmow.com/a-irmandade-da-guerra-t6805/
O Pagamento Final,Nota: 4 estrelas,https://filmow.com/o-pagamento-final-t5733/
Anjos da Lei,Nota: 4 estrelas,https://filmow.com/anjos-da-lei-t41733/
20 Centavos,Nota: 4.5 estrelas,https://filmow.com/20-centavos-t98684/
Joana D'arc,,https://filmow.com/joana-d-arc-t9509/
Vanilla Sky,Nota: 4 estrelas,https://filmow.com/vanilla-sky-t6481/
Efeito Borboleta,Nota: 5 estrelas,https://filmow.com/efeito-borboleta-t4891/
Um Ato de Liberdade,Nota: 4.5 estrelas,https://filmow.com/um-ato-de-liberdade-t4782/
De Volta Para o Futuro,Nota: 4 estrelas,https://filmow.com/de-volta-para-o-futuro-t380/
Os Falsários,Nota: 3.5 estrelas,https://filmow.com/os-falsarios-t5910/
O Senhor das Armas,Nota: 5 estrelas,https://filmow.com/o-senhor-das-armas-t839/
Além da Linha Vermelha,Nota: 4.5 estrelas,https://filmow.com/alem-da-linha-vermelha-t165/
O Fabuloso Destino de Amélie Poulain,Nota: 5 estrelas,https://filmow.com/o-fabuloso-destino-de-amelie-poulain-t3108/
Sky High: Super Escola de Heróis,,https://filmow.com/sky-high-super-escola-de-herois-t1078/
Tempo de Despertar,Nota: 5 estrelas,https://filmow.com/tempo-de-despertar-t6298/
A Profecia,Nota: 4.5 estrelas,https://filmow.com/a-profecia-t6845/
Queimando Tudo,Nota: 4 estrelas,https://filmow.com/queimando-tudo-t10327/
Divergente,Nota: 3.5 estrelas,https://filmow.com/divergente-t64055/
Borat: O Segundo Melhor Repórter do Glorioso País Cazaquistão Viaja …,Nota: 3.5 estrelas,https://filmow.com/borat-o-segundo-melhor-reporter-do-glorioso-pais-cazaquistao-viaja-a-america-t2323/
Amor Por Contrato,Nota: 2.5 estrelas,https://filmow.com/amor-por-contrato-t23802/
Cop Land,Nota: 4 estrelas,https://filmow.com/cop-land-t350/
O Sonho da Liberdade,Nota: 4.5 estrelas,https://filmow.com/o-sonho-da-liberdade-t12078/
Homens de Honra,Nota: 5 estrelas,https://filmow.com/homens-de-honra-t1829/
A Ponte do Rio Kwai,Nota: 4.5 estrelas,https://filmow.com/a-ponte-do-rio-kwai-t6807/
Corpo Fechado,Nota: 4.5 estrelas,https://filmow.com/corpo-fechado-t6621/
Filth: O Nome da Ambição,Nota: 3.5 estrelas,https://filmow.com/filth-o-nome-da-ambicao-t46343/
Donnie Brasco,Nota: 4 estrelas,https://filmow.com/donnie-brasco-t4865/
Os Sem-Floresta,,https://filmow.com/os-sem-floresta-t1368/
Cabo do Medo,Nota: 4.5 estrelas,https://filmow.com/cabo-do-medo-t6999/
O Talentoso Ripley,Nota: 3.5 estrelas,https://filmow.com/o-talentoso-ripley-t5828/
Donnie Darko,Nota: 3 estrelas,https://filmow.com/donnie-darko-t4866/
"Cashback, Bem-vindo ao Turno da Noite",Nota: 4.5 estrelas,https://filmow.com/cashback-bem-vindo-ao-turno-da-noite-t7785/
Monstros S.A.,Nota: 5 estrelas,https://filmow.com/monstros-s-a-t1330/
Paraísos Artificiais,Nota: 3.5 estrelas,https://filmow.com/paraisos-artificiais-t32446/
Watchmen: O Filme,Nota: 3.5 estrelas,https://filmow.com/watchmen-o-filme-t1209/
Toy Story 3,Nota: 5 estrelas,https://filmow.com/toy-story-3-t8829/
Toy Story 2,Nota: 5 estrelas,https://filmow.com/toy-story-2-t1408/
Toy Story,Nota: 5 estrelas,https://filmow.com/toy-story-t1407/
Os 7 Suspeitos,Nota: 4 estrelas,https://filmow.com/os-7-suspeitos-t8349/
O Estranho Sem Nome,Nota: 5 estrelas,https://filmow.com/o-estranho-sem-nome-t9263/
Meia-Noite em Paris,Nota: 4 estrelas,https://filmow.com/meia-noite-em-paris-t28909/
Repórteres de Guerra,Nota: 5 estrelas,https://filmow.com/reporteres-de-guerra-t30040/
Cidade de Deus,Nota: 5 estrelas,https://filmow.com/cidade-de-deus-t4649/
Poseidon,,https://filmow.com/poseidon-t7207/
Fugindo do Inferno,Nota: 3.5 estrelas,https://filmow.com/fugindo-do-inferno-t494/
O Barco: Inferno no Mar,Nota: 5 estrelas,https://filmow.com/o-barco-inferno-no-mar-t13350/
Taxi Driver,Nota: 4 estrelas,https://filmow.com/taxi-driver-t6295/
Gol! – O Sonho Impossível,,https://filmow.com/gol-o-sonho-impossivel-t5091/
Ninfomaníaca: Volume 2,Nota: 4 estrelas,https://filmow.com/ninfomaniaca-volume-2-t90118/
Os Amantes Passageiros,Nota: 3 estrelas,https://filmow.com/os-amantes-passageiros-t52214/
Amigos Inseparáveis,Nota: 4 estrelas,https://filmow.com/amigos-inseparaveis-t58249/
Invasão à Casa Branca,Nota: 3 estrelas,https://filmow.com/invasao-a-casa-branca-t59845/
De Repente Pai,Nota: 2.5 estrelas,https://filmow.com/de-repente-pai-t70143/
O Show de Truman,Nota: 4 estrelas,https://filmow.com/o-show-de-truman-t5812/
Intocáveis,Nota: 5 estrelas,https://filmow.com/intocaveis-t47204/
Ajuste de Contas,Nota: 4 estrelas,https://filmow.com/ajuste-de-contas-t58392/
300: A Ascensão do Império,Nota: 4 estrelas,https://filmow.com/300-a-ascensao-do-imperio-t23336/
Ninfomaníaca: Volume 1,Nota: 4.5 estrelas,https://filmow.com/ninfomaniaca-volume-1-t37939/
Hotel Ruanda,,https://filmow.com/hotel-ruanda-t1830/
A Vida dos Outros,Nota: 3 estrelas,https://filmow.com/a-vida-dos-outros-t4329/
Lúcia e o Sexo,,https://filmow.com/lucia-e-o-sexo-t5313/
Flyboys,Nota: 3.5 estrelas,https://filmow.com/flyboys-t474/
Um Drink no Inferno,Nota: 4.5 estrelas,https://filmow.com/um-drink-no-inferno-t1151/
A Onda,Nota: 4.5 estrelas,https://filmow.com/a-onda-t7918/
Grande Hotel,Nota: 3.5 estrelas,https://filmow.com/grande-hotel-t2721/
A Vida de David Gale,Nota: 5 estrelas,https://filmow.com/a-vida-de-david-gale-t4327/
A Pele que Habito,Nota: 4.5 estrelas,https://filmow.com/a-pele-que-habito-t26672/
Distrito 9,Nota: 3.5 estrelas,https://filmow.com/distrito-9-t8436/
Onde os Fracos Não Têm Vez,Nota: 4 estrelas,https://filmow.com/onde-os-fracos-nao-tem-vez-t5873/
Fargo: Uma Comédia de Erros,Nota: 2 estrelas,https://filmow.com/fargo-uma-comedia-de-erros-t5006/
À Prova de Morte,Nota: 4 estrelas,https://filmow.com/a-prova-de-morte-t6747/
Trovão Tropical,Nota: 1 estrela,https://filmow.com/trovao-tropical-t1136/
Glória Feita de Sangue,Nota: 5 estrelas,https://filmow.com/gloria-feita-de-sangue-t5089/
O Senhor dos Anéis: As Duas Torres,Nota: 4.5 estrelas,https://filmow.com/o-senhor-dos-aneis-as-duas-torres-t841/
Trainspotting: Sem Limites,Nota: 4 estrelas,https://filmow.com/trainspotting-sem-limites-t3639/
Irmão Urso,,https://filmow.com/irmao-urso-t1311/
Carros,,https://filmow.com/carros-t1276/
O Bicho Vai Pegar,,https://filmow.com/o-bicho-vai-pegar-t1335/
Tá Dando Onda,,https://filmow.com/ta-dando-onda-t1399/
Karatê Kid: A Hora da Verdade,Nota: 3.5 estrelas,https://filmow.com/karate-kid-a-hora-da-verdade-t5235/
Conduzindo Miss Daisy,Nota: 3.5 estrelas,https://filmow.com/conduzindo-miss-daisy-t2416/
Karatê Kid,Nota: 3 estrelas,https://filmow.com/karate-kid-t10079/
Bolt: Supercão,,https://filmow.com/bolt-supercao-t1269/
Uma Saída de Mestre,Nota: 3.5 estrelas,https://filmow.com/uma-saida-de-mestre-t1172/
Mãos Talentosas: A História de Ben Carson,Nota: 4 estrelas,https://filmow.com/maos-talentosas-a-historia-de-ben-carson-t9828/
Os Croods,Nota: 4.5 estrelas,https://filmow.com/os-croods-t16616/
Gladiador,Nota: 4.5 estrelas,https://filmow.com/gladiador-t509/
Jackass Apresenta: Vovô Sem Vergonha,Nota: 3.5 estrelas,https://filmow.com/jackass-apresenta-vovo-sem-vergonha-t83647/
Amadeus,Nota: 4.5 estrelas,https://filmow.com/amadeus-t4388/
Click,,https://filmow.com/click-t2385/
Golpe Baixo,,https://filmow.com/golpe-baixo-t2718/
Tudo por Justiça,Nota: 3.5 estrelas,https://filmow.com/tudo-por-justica-t54065/
A Nossa Vida,Nota: 3.5 estrelas,https://filmow.com/a-nossa-vida-t26689/
Na Estrada,Nota: 3.5 estrelas,https://filmow.com/na-estrada-t19334/
Até o Fim,Nota: 3.5 estrelas,https://filmow.com/ate-o-fim-t53754/
Ela,Nota: 5 estrelas,https://filmow.com/ela-t52084/
O Grande Herói,Nota: 3.5 estrelas,https://filmow.com/o-grande-heroi-t58111/
Um Dia de Cão,Nota: 4 estrelas,https://filmow.com/um-dia-de-cao-t6395/
À Procura do Amor,Nota: 3 estrelas,https://filmow.com/a-procura-do-amor-t73388/
Clube de Compras Dallas,Nota: 4.5 estrelas,https://filmow.com/clube-de-compras-dallas-t64699/
A Caça,Nota: 4.5 estrelas,https://filmow.com/a-caca-t55765/
Menores Desacompanhados,Nota: 3.5 estrelas,https://filmow.com/menores-desacompanhados-t1600/
Uma Vida Iluminada,Nota: 3.5 estrelas,https://filmow.com/uma-vida-iluminada-t3793/
A Praça Tahrir,Nota: 5 estrelas,https://filmow.com/a-praca-tahrir-t73332/
Temporário 12,Nota: 4.5 estrelas,https://filmow.com/temporario-12-t77260/
O Ano em que Meus Pais Saíram de Férias,,https://filmow.com/o-ano-em-que-meus-pais-sairam-de-ferias-t5531/
A Vida é Bela,Nota: 5 estrelas,https://filmow.com/a-vida-e-bela-t2115/
Psicose,Nota: 3.5 estrelas,https://filmow.com/psicose-t7507/
A Pantera Cor de Rosa,Nota: 3.5 estrelas,https://filmow.com/a-pantera-cor-de-rosa-t6844/
Trapaça,Nota: 3 estrelas,https://filmow.com/trapaca-t60581/
O Grande Truque,Nota: 5 estrelas,https://filmow.com/o-grande-truque-t5650/
O Plano Perfeito,Nota: 5 estrelas,https://filmow.com/o-plano-perfeito-t5750/
Alcatraz: Fuga Impossível,Nota: 4.5 estrelas,https://filmow.com/alcatraz-fuga-impossivel-t489/
Revolver,Nota: 2.5 estrelas,https://filmow.com/revolver-t6921/
2012,Nota: 1 estrela,https://filmow.com/2012-t7595/
O Lobo de Wall Street,Nota: 5 estrelas,https://filmow.com/o-lobo-de-wall-street-t33252/
A Grande Família - O Filme,Nota: 3 estrelas,https://filmow.com/a-grande-familia-o-filme-t2040/
O Patriota,Nota: 3 estrelas,https://filmow.com/o-patriota-t817/
Sempre ao Seu Lado,Nota: 4 estrelas,https://filmow.com/sempre-ao-seu-lado-t11276/
Marley e Eu,Nota: 4 estrelas,https://filmow.com/marley-e-eu-t2884/
Jovem e Bela,Nota: 4.5 estrelas,https://filmow.com/jovem-e-bela-t73340/
Atividade Paranormal: Marcados pelo Mal,Nota: 3 estrelas,https://filmow.com/atividade-paranormal-marcados-pelo-mal-t71582/
A Última Legião,,https://filmow.com/a-ultima-legiao-t136/
Stardust: O Mistério da Estrela,,https://filmow.com/stardust-o-misterio-da-estrela-t1710/
A Família,Nota: 4 estrelas,https://filmow.com/a-familia-t57765/
O Labirinto do Fauno,Nota: 4.5 estrelas,https://filmow.com/o-labirinto-do-fauno-t5689/
12 Anos de Escravidão,Nota: 5 estrelas,https://filmow.com/12-anos-de-escravidao-t43448/
Encurralados,Nota: 4 estrelas,https://filmow.com/encurralados-t4929/
O Maravilhoso Agora,Nota: 3.5 estrelas,https://filmow.com/o-maravilhoso-agora-t62976/
Carandiru,Nota: 5 estrelas,https://filmow.com/carandiru-t4601/
A Bússola de Ouro,Nota: 3 estrelas,https://filmow.com/a-bussola-de-ouro-t2/
Zumbilândia,Nota: 4 estrelas,https://filmow.com/zumbilandia-t8552/
Quarentena 2: Terminal,Nota: 3 estrelas,https://filmow.com/quarentena-2-terminal-t25163/
Quarentena,Nota: 2.5 estrelas,https://filmow.com/quarentena-t6919/
Rocky: Um Lutador,Nota: 4.5 estrelas,https://filmow.com/rocky-um-lutador-t6145/
Machete Mata,Nota: 3 estrelas,https://filmow.com/machete-mata-t42143/
A Ponte,Nota: 5 estrelas,https://filmow.com/a-ponte-t8060/
Rush: No Limite da Emoção,Nota: 5 estrelas,https://filmow.com/rush-no-limite-da-emocao-t53412/
O Terminal,Nota: 4.5 estrelas,https://filmow.com/o-terminal-t3225/
Sangue Negro,Nota: 4 estrelas,https://filmow.com/sangue-negro-t6174/
O Nevoeiro,Nota: 3.5 estrelas,https://filmow.com/o-nevoeiro-t6769/
Deus Abençoe a América,Nota: 2.5 estrelas,https://filmow.com/deus-abencoe-a-america-t51508/
Gênio Indomável,Nota: 5 estrelas,https://filmow.com/genio-indomavel-t5077/
Um Sonho de Liberdade,Nota: 5 estrelas,https://filmow.com/um-sonho-de-liberdade-t6434/
Laranja Mecânica,Nota: 3.5 estrelas,https://filmow.com/laranja-mecanica-t5268/
Indiana Jones e o Reino da Caveira de Cristal,Nota: 4 estrelas,https://filmow.com/indiana-jones-e-o-reino-da-caveira-de-cristal-t558/
Lua de mel atrapalhada,Nota: 2 estrelas,https://filmow.com/lua-de-mel-atrapalhada-t11152/
Meu Monstro de Estimação,Nota: 4 estrelas,https://filmow.com/meu-monstro-de-estimacao-t1602/
Heróis,Nota: 3.5 estrelas,https://filmow.com/herois-t7552/
